카페ID,카페이름,방문자리뷰,블로그리뷰,주소
1162811035,로우키 연희점,77,87,서울 서대문구 연희로11가길 48-4
1704067550,파츄코 파라다이스,11,4,서울 서대문구 연희로11가길 56 2층
32581553,콜드레시피,388,4,서울 서대문구 연희로11라길 2
1072773246,모와림,69,50,서울 서대문구 연희로11가길 36 1.5층 계단 안쪽
1449936639,뺑드에떼,123,21,"서울 서대문구 연희로 82 1층, A104호"
1783008026,시도 플레이스,948,277,서울 서대문구 연희맛로 7-7 시도 플레이스 1~2F
1077129581,까사드선주,158,34,서울 서대문구 연희로25길 72 지하1층
881841799,스타벅스 연희동점,3292,34,서울 서대문구 연희로 97
35689660,본솔커피 연희점,374,168,서울 서대문구 증가로 82
1223748463,카페 브라마솔레,33,34,서울 서대문구 연희로16길 7-9 1층 카페 브라마솔레 (연희동)
1631943127,니도 로스터리 연희,99,46,서울 서대문구 연희로 190 102호
37463436,버드스틱,72,52,서울 서대문구 증가로 49 1층 코너
1236022613,마이디어스윗,59,25,서울 서대문구 증가로 13-9 2층
1941437395,비피엠 파이엔타르트,94,27,서울 서대문구 연희로10길 19 1층 101호
1023945232,금양식방,138,80,서울 서대문구 홍제천로 156-8
1885163968,초콜릿책방,62,46,서울 서대문구 연희로5길 46-11 초콜릿책방
1413562779,빵쌤 연희점,468,82,서울 서대문구 연희로 81-26 1층
1020870727,다파올로,36,33,서울 서대문구 연희로26길 24 1층
1487649314,베리굳베이글 연희점,85,34,서울 서대문구 연희로11가길 23 지층 102호
1173068712,벨르아티,5,1,서울 서대문구 연희맛로 31-7 1층
1162955947,에스페란자 로스터즈 연희점,145,18,서울 서대문구 홍연길 80 1층 이알커피
1437596761,퍼스트바이쓰리,22,19,서울 서대문구 홍제천로 206 1층
1556698158,디싸이시브모먼트,141,79,서울 서대문구 연희로15안길 2 2층 디싸이시브모먼트
18256466,제니스커피하우스,98,90,서울 서대문구 연희로11가길 30
1249134136,잘루,32,1,서울 서대문구 연희로11나길 7-5 지1층 JALU
1091772138,투어스비긴,61,42,서울 서대문구 증가로 18 연희빌딩 3층 302호
33078255,래핑폭스,170,329,서울 서대문구 연희로11나길 5 1층
1489062146,리버럴커피스탠드,50,15,서울 서대문구 연희로11라길 37-3
30824576,배스킨라빈스 연희사러가점,1831,15,서울 서대문구 연희맛로 23 사러가쇼핑
1508991936,올드프렌드,82,47,서울 서대문구 연희로25길 37 2층 올드프렌드
1669885936,투썸플레이스 서대문연희점,67,47,"서울 서대문구 연희로 105 1, 2층"
1737261143,피카니피카노,285,33,서울 서대문구 연희로11길 30
1872082399,이디야커피 연남동점,730,33,서울 서대문구 연희로 42 재이손빌딩 102호
1039732705,이공커피 연희점,550,22,서울 서대문구 연희로 85 제101호
221287795,빙달 연희점,52,17,서울 서대문구 연희로 92 1층 1호 빙달
1114049278,니드모어커피,76,8,서울 서대문구 연희로11가길 23 1층
1547365984,에쉬본,2,10,서울 서대문구 증가로2길 53 B02호
1546540481,바벨의 도서관,62,8,서울 서대문구 연희로10길 64
1564331403,이디야커피 연희홍연길점,5,1,서울 서대문구 홍연길 63-3 1층
1760425180,연남장,557,1,서울 서대문구 연희로5길 22 1층 연남장
1128595707,마켓까눌레,2,1,서울 서대문구 홍연길 69 1층
1447058101,미미에토,82,1,서울 서대문구 연희로 153-4
1600685694,성북당 십원빵 연세대점,14,1,서울 서대문구 연희로10길 31 1층 101호
36721135,스케네 연희점,110,11,서울 서대문구 홍제천로 6
38473771,쥬씨 연희점,207,6,서울 서대문구 연희로11가길 2
1388383414,WP커피,315,15,서울 서대문구 연희로 89-11 1층
18252035,파리바게뜨 연희안산점,1113,4,"서울 서대문구 연희로 198 1,2층"
1789900326,연희문화살롱,20,19,서울 서대문구 연희로 89-12 2층 201호
1013937090,카페인더포레스트,10,10,서울 서대문구 연희로 147 1층
1409319673,파도바,1,1,서울 서대문구 연희로26길 32 1층 101호
1428844673,쏘잉구떼 양과점,1,3,서울 서대문구 연희로 46-1 2층 202호
1900352602,아이스프링카페,240,7,서울 서대문구 연희로32길 19
1883552123,오몽듀,29,19,서울 서대문구 성산로18길 3 1층
1311192596,빽다방 연희삼거리점,124,4,서울 서대문구 연희로 118 1층 4호
1212605834,팔레트샐러드 연희점,303,147,서울 서대문구 연희로 83 은혜빌딩 B1층
35031928,에쏘하우스,479,12,서울 서대문구 연희로36길 10
1891135450,황금찹쌀꽈배기 연희점,119,6,서울 서대문구 성산로 315
1944434824,연희롱블랙,12,1,서울 서대문구 연희로10길 86 연희롱블랙
1207535641,이디야커피 서대문구청점,623,1,서울 서대문구 연희로 237
1590785961,무무인서울,5,4,서울 서대문구 연희맛로 17-16 2층 우측
1257089355,허니도우연희점,7,33,서울 서대문구 연희로11가길 53 1층
1588257798,로덴드론 연희3호점,56,30,서울 서대문구 연희로11라길 7
1427196233,푸어린,17,1,서울 서대문구 연희로11나길 7-7
20388986,노란손수건커피 본점,15,5,서울 서대문구 연희맛로 18
N/A,유어브레드,15,5,서울 서대문구 연희로 109
N/A,Sous Le Theier,15,5,서울 서대문구 성산로 291
1420386934,리치웰 서대문자연사점,530,530,"서울 서대문구 연희로32길 51 , 1층"
233967213,IGWA,2,2,서울 서대문구 연희로10길 31
12990269,에이치,45,9,"경기 의정부시 평화로 170 동인빌딩 6,7,8층 fitness H"
1084281645,LUMOS cake,1,1,서울 서대문구 연희로15안길 6-4
1500625716,카페 그레이스,122,13,서울 중구 세종대로19길 16
1940804896,다이어트랩 연희점,5,5,서울 서대문구 연희로10길 37
1776676222,라온카페,1468,677,인천 남동구 성말로 29 1층 스타싸인
N/A,CO끼리,1468,677,서울 서대문구 연희로31길 24-12 1층
N/A,부향식품,1468,677,서울 서대문구 연희로26나길 9
1618240240,브레디포스트 연남,119,225,서울 마포구 연남로 8 1층
1213231016,커피 벌스데이,455,1210,서울 마포구 와우산로29길 26-33 1층 커피 벌스데이
1300378937,팽페르뒤,247,33,서울 마포구 동교로38길 12 2층
1888210838,으믐,34,31,서울 마포구 성미산로 29 1층
1176845784,카페 공명 연남점,2205,1291,서울 마포구 연희로 11 1층 카페 공명 연남
1968041382,라헬의부엌 홍대점,1681,1051,"서울 마포구 와우산로29길 47 1,2층"
34658234,아오이토리,3219,1051,서울 마포구 와우산로29길 8 K.C빌딩
1403632278,PITC,315,568,서울 마포구 성미산로11길 13 (성산동)
37468319,바나나하루키,486,851,서울 마포구 동교로38길 6 3층
1176174041,고요베이크샵,1973,851,서울 마포구 동교로 144-3 단독주택
1130943497,마크스로프트,163,1451,서울 마포구 와우산로27길 20 1층
1299745145,스트로베리32 연남본점,1047,228,서울 마포구 연남로5길 8 1층 스트로베리32
1476308702,베베베 신촌점,111,93,서울 서대문구 연세로5나길 24 지상1층~4층
1256673550,슈크렌느,107,39,서울 마포구 월드컵로11길 80 1층
1883832743,943 킹스크로스CAFE,2411,39,서울 마포구 양화로16길 24 B1층~4
38015815,일쩜오플로어,538,534,서울 마포구 동교로34길 21
1168064769,철부지붕어빠,64,42,서울 마포구 와우산로32길 25 1층 철부지붕어빠
1865456225,하우에버 연남,4006,2861,서울 마포구 연희로1길 45-6 하우에버 연남
1215983970,표정,848,704,서울 마포구 동교로 262-10 1층
36398891,츄로101 홍대본점,1355,270,서울 마포구 어울마당로 128
1310686440,앤티크커피 연남점,2808,2263,서울 마포구 연희로 25-1 1층 앤티크커피
1703190567,오퍼 카페,1785,1641,서울 마포구 홍익로5길 19 오퍼베이커리카페
37992103,서울페이스트리 연남점,1073,607,서울 마포구 동교로41길 10 1층
1497090871,르바게트 메종,128,182,서울 서대문구 명물길 28 1층
1500504643,카페 레이어드 연남점,1956,3693,서울 마포구 성미산로 161-4
1689239430,그루밍커피,42,46,서울 서대문구 이화여대3길 26 1층 102호
1729088578,펠른,1288,676,서울 마포구 성미산로22길 18 A'동 1층 펠른 하우스
1910633529,청수당공명,1374,1558,서울 마포구 성미산로 152 청수당공명
1612839292,코티지블루,91,120,서울 마포구 동교로27길 61 2층 코티지블루
1543986977,랜디스도넛 연남점,13189,120,서울 마포구 동교로 247
1493242469,마가렛 연남,1382,1181,서울 마포구 성미산로29길 10 1층
38420402,버터베이커리,2306,637,서울 마포구 동교로 226
1751254128,훌리건 커피,515,2248,서울 마포구 와우산로29바길 11-5 1층
1367299797,베이크 샵 하벳,21,21,서울 마포구 월드컵로17길 64 1층
1914086649,모리노코,88,111,서울 마포구 연남로11길 34 1층
1383128698,치플레,5041,962,서울 마포구 동교로 262-9 1층
35453402,17도씨,806,962,서울 마포구 동교로29길 38 1층 17도씨
1653541790,카페드댕,424,581,"서울 마포구 동교로 269 1층, 2층"
35751361,리히트,1038,581,서울 서대문구 연희로4길 10 리히트
1602152491,하우스오브바이닐 연남점,48,34,서울 마포구 동교로 230 지1층
1346475243,오버딥,285,160,"서울 마포구 성미산로 149-8 2, 3층, 루프탑"
